Wall time,Step,Value
1715031965.6642375,5,4.605124473571777
1715031982.5640233,19,4.605042457580566
1715032009.447304,41,4.600336074829102
1715032017.924328,48,4.596525192260742
1715032036.2005424,63,4.602084159851074
1715032037.4077246,64,4.5867390632629395
1715032047.0452597,72,4.584933280944824
1715032054.3391259,78,4.57793664932251
1715032060.4101863,83,4.589383602142334
1715032068.8731086,90,4.577068328857422
1715032085.7838356,104,4.571669101715088
1715032090.649288,108,4.573386192321777
1715032107.6010237,122,4.555885314941406
1715032116.0429673,129,4.525351524353027
1715032118.4578352,131,4.529217720031738
1715032151.0444567,158,4.444803237915039
1715032154.7170863,161,4.4547119140625
1715032157.1550705,163,4.48865270614624
1715032159.5784552,165,4.4275407791137695
1715032169.202343,173,4.399114608764648
1715032191.0073464,192,4.344781398773193
1715032206.248298,204,4.264034748077393
1715032208.6361353,206,4.327394008636475
1715032237.6542952,230,4.213444232940674
1715032255.7547479,245,4.14003324508667
1715032256.9784126,246,4.215550899505615
1715032273.9319518,260,4.203714370727539
1715032288.4512978,272,4.130442142486572
1715032292.134595,275,4.063033103942871
1715032301.841211,283,4.146522521972656
1715032305.4743953,286,3.9769840240478516
1715032317.553156,296,4.048068523406982
1715032342.8925889,317,4.017909526824951
1715032346.4773746,320,4.049217700958252
1715032350.0846043,323,4.015681743621826
1715032379.0367904,347,3.856454372406006
1715032393.5991955,359,3.9529078006744385
1715032400.7996001,365,3.829141855239868
1715032403.2148912,367,3.9733054637908936
1715032417.6726975,379,3.8399908542633057
1715032426.4479136,387,3.9361979961395264
1715032430.316324,391,4.000630855560303
1715032446.3196585,403,3.9164845943450928
1715032462.1662564,416,3.8975443840026855
1715032470.595151,423,3.8307249546051025
1715032487.6006382,437,3.8208882808685303
1715032488.811897,438,3.795276641845703
1715032491.2352283,440,3.9700052738189697
1715032499.6553874,447,3.724435567855835
1715032517.7909553,462,3.725281000137329
1715032522.631999,466,3.740346670150757
1715032534.8018851,476,3.7906882762908936
1715032540.84912,481,4.00778341293335
1715032542.0582075,482,3.800053358078003
1715032549.3293588,488,3.8461828231811523
1715032577.2230122,511,3.7863354682922363
1715032579.6572638,513,3.8189802169799805
1715032580.88901,514,3.879122495651245
1715032585.70302,518,3.742161750793457
1715032605.005354,534,3.5537266731262207
1715032611.0452287,539,3.7176451683044434
1715032613.469318,541,3.7074856758117676
1715032628.015407,553,3.823026657104492
1715032632.8403447,557,3.7559118270874023
1715032640.115057,563,3.7205512523651123
1715032673.7190654,591,3.6358606815338135
1715032678.5208435,595,3.6715221405029297
1715032680.9318857,597,3.7387747764587402
1715032719.782686,629,3.5673415660858154
1715032720.9713526,630,3.5486485958099365
1715032730.6676042,638,3.4586453437805176
1715032737.9485066,644,3.536533832550049
1715032739.1443553,645,3.5331523418426514
1715032756.0252771,659,3.483553409576416
1715032767.0274768,668,3.5774857997894287
1715032776.7388177,676,3.548004150390625
1715032799.6908414,695,3.6502532958984375
1715032832.4109576,722,3.6173038482666016
1715032837.2614577,726,3.5812909603118896
1715032860.171625,745,3.4499781131744385
1715032884.4402938,765,3.701521635055542
1715032897.5190969,776,3.5463504791259766
1715032898.486249,777,3.463623285293579
1715032904.289405,783,3.4532628059387207
1715032913.1141598,789,3.5160152912139893
1715032932.4966426,805,3.4696414470672607
1715032933.72549,806,3.466193914413452
1715032936.1384656,808,3.386993169784546
1715032950.6715205,820,3.59808087348938
1715032966.4092948,833,3.4328718185424805
1715032996.6792557,858,3.4139137268066406
1715033007.542802,867,3.433734655380249
1715033013.6031604,872,3.300210475921631
1715033031.686277,887,3.4320363998413086
1715033044.9620764,898,3.5303804874420166
1715033049.8088067,902,3.4020047187805176
1715033084.85636,931,3.3937108516693115
1715033099.2994535,943,3.4391415119171143
1715033107.7877796,950,3.320188522338867
1715033167.911624,1000,3.2121737003326416
1715033171.5695298,1003,3.5029642581939697
1715033173.989434,1005,3.3715579509735107
1715033187.2965379,1016,3.3620100021362305
1715033195.7575707,1023,3.358503580093384
1715033200.5792012,1027,3.374803304672241
1715033203.0042832,1029,3.5190799236297607
1715033213.9240558,1038,3.46057391166687
1715033236.9171045,1057,3.390146493911743
1715033253.9344704,1071,3.449172019958496
1715033255.147109,1072,3.388381242752075
1715033257.5674646,1074,3.3399126529693604
1715033262.3747299,1078,3.3667545318603516
1715033273.2452643,1087,3.3731937408447266
1715033287.7464707,1099,3.287661552429199
1715033292.5905895,1103,3.2739861011505127
1715033294.9689553,1105,3.2863054275512695
1715033300.968589,1110,3.2512171268463135
1715033303.3652992,1112,3.403881072998047
1715033315.4246452,1122,3.231997013092041
1715033320.259125,1126,3.1883156299591064
1715033328.7471492,1133,3.2753915786743164
1715033331.1150258,1135,3.2560625076293945
1715033345.6222236,1147,3.239224433898926
1715033351.7008328,1152,3.175595760345459
1715033352.9182432,1153,3.3529670238494873
1715033367.388654,1165,3.282186508178711
1715033377.639392,1175,3.2506749629974365
1715033381.6931345,1177,3.3244054317474365
1715033391.3327212,1185,3.243062973022461
1715033402.2495158,1194,3.2058463096618652
1715033403.468829,1195,3.441168785095215
1715033432.5811198,1219,3.1079907417297363
1715033441.0888944,1226,3.3274989128112793
1715033466.4696574,1247,3.3244264125823975
1715033472.515593,1252,3.2995409965515137
1715033473.7380676,1253,3.4113364219665527
1715033476.189604,1255,3.16666579246521
1715033479.8439534,1258,3.254556179046631
1715033484.6735773,1262,3.2625975608825684
1715033491.9408422,1268,3.278803586959839
1715033496.7813387,1272,3.0818920135498047
1715033502.8301942,1277,3.3543288707733154
1715033529.439373,1299,3.2108912467956543
1715033539.157774,1307,3.179697036743164
1715033558.4128542,1323,3.086853265762329
1715033562.0648015,1326,3.176645040512085
1715033586.2872698,1346,3.3067219257354736
1715033604.3721733,1361,3.2786242961883545
1715033608.8232915,1365,3.1369340419769287
1715033622.2502148,1376,3.3261544704437256
1715033623.4626484,1377,3.2495274543762207
1715033673.068324,1418,3.1245100498199463
1715033698.5300632,1439,2.8959946632385254
1715033699.741525,1440,3.1064612865448
1715033721.494059,1458,3.1655304431915283
1715033722.6952963,1459,3.1548712253570557
1715033741.9195178,1475,3.0174899101257324
1715033744.3138344,1477,3.1349985599517822
1715033761.282652,1491,3.0448577404022217
1715033766.0886753,1495,3.2686221599578857
1715033775.7444701,1503,3.0916762351989746
1715033785.3691394,1511,3.0714478492736816
1715033789.0101628,1514,3.089694023132324
1715033792.6306577,1517,3.087357521057129
1715033807.1809635,1529,3.2278318405151367
1715033831.3394678,1549,3.1846776008605957
1715033834.950635,1552,3.0962414741516113
1715033850.2172313,1566,3.1176412105560303
1715033855.193122,1569,2.913583993911743
1715033861.2461023,1574,2.9302637577056885
1715033864.8795376,1577,2.837566614151001
1715033875.7794461,1586,3.019456386566162
1715033889.081204,1597,3.260983467102051
1715033895.1457288,1602,3.0428194999694824
1715033897.5964522,1604,3.0741047859191895
1715033926.6755302,1628,2.976576328277588
1715033936.3412547,1636,3.2675609588623047
1715033938.741081,1638,3.064302682876587
1715033978.5297189,1671,2.9818129539489746
1715033989.3394957,1680,3.043020725250244
1715033996.6474645,1686,3.0192651748657227
1715034007.5338485,1695,2.958545207977295
1715034017.2477815,1703,3.1874923706054688
1715034019.6388094,1705,2.8967444896698
1715034023.2554498,1708,2.8798530101776123
1715034028.1122172,1712,2.9729819297790527
1715034036.4838178,1719,3.0244951248168945
1715034069.1266594,1746,2.9450008869171143
1715034105.2240038,1776,2.9317750930786133
1715034107.6685941,1778,2.9411468505859375
1715034122.1709726,1790,2.9598283767700195
1715034125.8077984,1793,2.7540225982666016
1715034135.4925585,1801,3.0902392864227295
1715034192.4754083,1848,3.1992568969726562
1715034197.3025568,1852,3.0572211742401123
1715034208.1327922,1861,2.9258575439453125
1715034214.1812875,1866,2.963192939758301
1715034216.5780613,1868,2.928574562072754
1715034241.9861264,1889,2.909226417541504
1715034255.2621934,1900,2.922407865524292
1715034258.8445296,1903,2.9472436904907227
1715034266.0451488,1909,2.9536588191986084
1715034267.2423484,1910,2.88197922706604
1715034285.3729336,1925,2.9455599784851074
1715034299.8282137,1937,2.9581871032714844
1715034304.6276767,1941,2.7142961025238037
1715034310.669634,1946,2.9065587520599365
1715034313.0732195,1948,2.861508846282959
1715034328.6023512,1961,3.0890634059906006
1715034329.8154194,1962,2.7379586696624756
1715034335.8292742,1967,2.8921594619750977
1715034349.1580923,1978,2.976519823074341
1715034351.6144555,1980,3.0853495597839355
1715034361.2924654,1988,2.826496124267578
1715034461.997552,2071,2.665524959564209
1715034472.8784544,2080,2.8677525520324707
1715034484.94049,2090,2.851771116256714
1715034498.2226021,2101,2.840919017791748
1715034515.1884139,2115,2.7104456424713135
1715034516.4029455,2116,2.903697967529297
1715034521.262208,2120,3.004338502883911
1715034522.4765856,2121,3.030560255050659
1715034530.9509563,2128,2.679734945297241
1715034545.4204519,2140,2.7444705963134766
1715034581.4108737,2170,2.853668451309204
1715034611.8615887,2195,2.8493785858154297
1715034630.0500746,2210,2.6104576587677
1715034637.331066,2216,2.8478846549987793
1715034666.3872826,2240,2.6540708541870117
1715034672.4960127,2245,2.8417184352874756
1715034717.2650623,2282,2.7239928245544434
1715034759.563876,2317,2.906917095184326
1715034763.221373,2320,2.9500927925109863
1715034791.1081917,2343,2.916813850402832
1715034811.3838859,2360,2.611213207244873
1715034847.9345694,2390,2.5421245098114014
1715034852.7436469,2394,2.4950408935546875
1715034853.963605,2395,2.6779873371124268
1715034904.9292405,2437,2.883150339126587
1715034910.980018,2442,2.75924015045166
1715034926.6504126,2455,2.6815760135650635
1715034936.3713374,2463,2.694242477416992
1715034940.0349705,2466,2.681380033493042
1715034964.2303224,2486,2.8403897285461426
1715034973.9303796,2494,2.773380756378174
1715034979.9930272,2499,2.800891876220703
1715034986.0818782,2504,2.6559698581695557
1715035003.0812101,2518,2.6013412475585938
1715035005.4985425,2520,2.7222557067871094
1715035016.376791,2529,2.6947004795074463
1715035018.7957582,2531,2.7467360496520996
1715035062.120372,2567,2.730078935623169
1715035075.4512465,2578,2.5731289386749268
1715035076.6655283,2579,2.732370138168335
1715035088.6990664,2589,2.7066807746887207
1715035102.172251,2600,2.6670825481414795
1715035110.649608,2607,2.718707799911499
1715035126.3603344,2620,2.7989907264709473
1715035136.1295066,2628,2.644003391265869
1715035137.322118,2629,2.6647064685821533
1715035145.7701614,2636,2.6103315353393555
1715035150.5891855,2640,2.7857463359832764
1715035155.429506,2644,2.607225179672241
1715035178.371096,2663,2.6894888877868652
1715035188.0238588,2671,2.7038586139678955
1715035189.247096,2672,2.570812940597534
1715035192.8685782,2675,2.5348594188690186
1715035201.3062527,2682,2.607483148574829
1715035204.9372888,2685,2.6942899227142334
1715035207.3581684,2687,2.7268943786621094
1715035210.982994,2690,2.5723133087158203
1715035215.811634,2694,2.5394389629364014
1715035226.6978295,2703,2.821988821029663
1715035233.9664297,2709,2.5726613998413086
1715035239.991158,2714,2.5876991748809814
1715035244.8011286,2718,2.77643084526062
