Wall time,Step,Value
1714266909.9804056,500,0.20819999277591705
1714267417.821854,1000,0.263700008392334
1714267924.9317338,1500,0.2556000053882599
1714268429.5114965,2000,0.29109999537467957
1714268936.8553476,2500,0.3003999888896942
1714269445.5631762,3000,0.30869999527931213
1714269952.6766608,3500,0.30799999833106995
1714270456.5083203,4000,0.3109000027179718
1714270963.605735,4500,0.28119999170303345
1714271468.1880434,5000,0.319599986076355
1714271976.494576,5500,0.32919999957084656
1714272484.3868392,6000,0.3303999900817871
1714272992.8039148,6500,0.3334999978542328
1714273500.0584846,7000,0.3443000018596649
1714274008.7441862,7500,0.3499999940395355
1714274516.116674,8000,0.3474999964237213
1714275020.570508,8500,0.3555000126361847
1714275528.1777067,9000,0.34869998693466187
1714276032.6694982,9500,0.36070001125335693
1714276540.6013427,10000,0.3634999990463257
